codcnh,nombre,municipio,provincia,cod_postal,camas,clase,dependencia,complejo
082178,Hospital Sociosanitari de Mollet,Mollet del Vallès,Barcelona,08100,109,Hospitales de media y larga estancia,Privados,
082189,Centre Sociosanitari Isabel Roig,Barcelona,Barcelona,08030,251,Hospitales de media y larga estancia,Privados,
082190,Iván Mañero Clinic,Sant Cugat del Vallès,Barcelona,08174,17,Hospitales especializados,Privados,
082213,Centre D'Hospitalitzacio I Hospital de Dia Trastorns de La Conducta,Argentona,Barcelona,08310,40,Hospitales de salud mental y tratamiento de toxicomanías,Privados,
082236,Centre La Creueta,Sabadell,Barcelona,08202,46,Hospitales de media y larga estancia,Privados,
082246,Unitat Terapéutica-Educativa Acompanya'M,Barcelona,Barcelona,08022,30,Hospitales de salud mental y tratamiento de toxicomanías,Privados,
082268,"Ronda de Dalt, Centre Sociosanitari",Barcelona,Barcelona,08035,34,Hospitales de media y larga estancia,Privados,
082279,Eatica,Barcelona,Barcelona,08017,32,Hospitales de salud mental y tratamiento de toxicomanías,Privados,
082337,Residencia Nazaret,Malgrat de Mar,Barcelona,08380,42,Hospitales de media y larga estancia,Privados,
082338,Mas Amigo Centre Especialitzat En Addiccions,Santa Margarida de Montbui,Barcelona,08710,20,Hospitales de salud mental y tratamiento de toxicomanías,Privados,
090026,Hospital Fuente Bermeja. Complejo Asistencial Universitario de Burgos.,Burgos,Burgos,09003,88,Hospitales de salud mental y tratamiento de toxicomanías,Servicios e Institutos de Salud de Las Comunidades Autónomas,Complejo Asistencial Universitario de Burgos
090047,Hospital Recoletas de Burgos,Burgos,Burgos,09006,83,Hospitales Generales,Privados,
090050,Hospital San Juan de Dios Burgos,Burgos,Burgos,09003,160,Hospitales de media y larga estancia,Organizaciones No Gubernamentales,
090079,Hospital Santos Reyes,Aranda de Duero,Burgos,09400,127,Hospitales Generales,Servicios e Institutos de Salud de Las Comunidades Autónomas,
090098,Hospital Santiago Apóstol,Miranda de Ebro,Burgos,09200,114,Hospitales Generales,Servicios e Institutos de Salud de Las Comunidades Autónomas,
090155,Hospital Universitario de Burgos. Complejo Asistencial Universitario de Burgos,Burgos,Burgos,09006,777,Hospitales Generales,Servicios e Institutos de Salud de Las Comunidades Autónomas,Complejo Asistencial Universitario de Burgos
100015,Hospital San Pedro de Alcántara,Cáceres,Cáceres,10005,308,Hospitales Generales,Servicios e Institutos de Salud de Las Comunidades Autónomas,Complejo Hospitalario de Cáceres
100041,Hospital Ciudad de Coria,Coria,Cáceres,10800,108,Hospitales Generales,Servicios e Institutos de Salud de Las Comunidades Autónomas,
100054,Hospital Campo Arañuelo,Navalmoral de la Mata,Cáceres,10300,106,Hospitales Generales,Servicios e Institutos de Salud de Las Comunidades Autónomas,
100067,Hospital Virgen del Puerto,Plasencia,Cáceres,10600,282,Hospitales Generales,Servicios e Institutos de Salud de Las Comunidades Autónomas,
100073,Centro Sociosanitario de Plasencia,Plasencia,Cáceres,10600,330,Hospitales de media y larga estancia,Otros Centros o Establecimientos Públicos de Dependencia Autonómica,
100092,Hospital Quironsalud Cáceres,Cáceres,Cáceres,10004,25,Hospitales Generales,Privados,
100106,Clínica Soquimex,Plasencia,Cáceres,10600,15,Hospitales Generales,Privados,
100113,Hospital Parque San Francisco,Cáceres,Cáceres,10005,36,Hospitales Generales,Privados,
100115,Hospital Universitario de Cáceres,Cáceres,Cáceres,10004,230,Hospitales Generales,Servicios e Institutos de Salud de Las Comunidades Autónomas,Complejo Hospitalario de Cáceres
110048,Hospital Nuestra Sra. de La Salud Ha S.L.,Cádiz,Cádiz,11001,58,Hospitales Generales,Privados,
110051,Hospital San Rafael,Cádiz,Cádiz,11002,280,Hospitales Generales,Privados,
110103,Clínica Los Álamos,Jerez de la Frontera,Cádiz,11407,15,Hospitales Generales,Privados,
110110,Hospital Universitario de Jerez de La Frontera,Jerez de la Frontera,Cádiz,11408,484,Hospitales Generales,Servicios e Institutos de Salud de Las Comunidades Autónomas,
110125,Hospital San Juan Grande,Jerez de la Frontera,Cádiz,11408,143,Hospitales Generales,Privados,
110162,Hospital General Santa Maria del Puerto,"Puerto de Santa María, El",Cádiz,11500,238,Hospitales Generales,Privados,
110184,Hospital Universitario de Puerto Real,Puerto Real,Cádiz,11510,319,Hospitales Generales,Servicios e Institutos de Salud de Las Comunidades Autónomas,Hospital Universitario de Puerto Real
110213,Hospital de Alta Resolución de Especialidades de La Janda,Vejer de la Frontera,Cádiz,11150,24,Hospitales Generales,Servicios e Institutos de Salud de Las Comunidades Autónomas,Hospital Universitario de Puerto Real
110218,Hospital Virgen de Las Montañas,Villamartín,Cádiz,11650,108,Hospitales Generales,Privados,
110223,Hospital Virgen del Camino,Sanlúcar de Barrameda,Cádiz,11540,118,Hospitales Generales,Privados,
110239,Hospital Jerez Puerta del Sur,Jerez de la Frontera,Cádiz,11408,98,Hospitales Generales,Privados,
110248,Hospital Viamed Bahía de Cádiz,Chiclana de la Frontera,Cádiz,11130,46,Hospitales Generales,Privados,
110259,Hospital Punta de Europa,Algeciras,Cádiz,11207,270,Hospitales Generales,Servicios e Institutos de Salud de Las Comunidades Autónomas,
110260,Hospital Viamed Novo Sancti Petri,Chiclana de la Frontera,Cádiz,11139,37,Hospitales Generales,Privados,
110282,Hospital Quirón Campo de Gibraltar,"Barrios, Los",Cádiz,11379,77,Hospitales Generales,Privados,
110305,Hospital San Carlos de San Fernando,San Fernando,Cádiz,11100,66,Hospitales Generales,Servicios e Institutos de Salud de Las Comunidades Autónomas,Hospital Universitario Puerta del Mar
110316,Hospital de La Línea de La Concepción,"Línea de la Concepción, La",Cádiz,11300,243,Hospitales Generales,Servicios e Institutos de Salud de Las Comunidades Autónomas,
110327,Hospital Universitario Puerta del Mar,Cádiz,Cádiz,11009,674,Hospitales Generales,Servicios e Institutos de Salud de Las Comunidades Autónomas,Hospital Universitario Puerta del Mar
120017,Hospital General Universitario de Castellón,Castelló de la Plana,Castellón,12004,521,Hospitales Generales,Servicios e Institutos de Salud de Las Comunidades Autónomas,
120038,Hospital La Magdalena,Castelló de la Plana,Castellón,12004,128,Hospitales de media y larga estancia,Servicios e Institutos de Salud de Las Comunidades Autónomas,
120043,Consorcio Hospitalario Provincial de Castellón,Castelló de la Plana,Castellón,12002,257,Hospitales Generales,Otros Centros o Establecimientos Públicos de Dependencia Autonómica,
120115,Hospital Comarcal de Vinaros,Vinaròs,Castellón,12500,174,Hospitales Generales,Servicios e Institutos de Salud de Las Comunidades Autónomas,
120136,Hospital Universitario de La Plana,Vila-real,Castellón,12540,264,Hospitales Generales,Servicios e Institutos de Salud de Las Comunidades Autónomas,
120148,Instituto de Traumatología de Unión de Mutuas (Matepss Nº 267),Castelló de la Plana,Castellón,12004,28,Hospitales especializados,Mútuas Colaboradoras con La Seguridad Social,
120159,Hospital Rey D. Jaime,Castelló de la Plana,Castellón,12004,96,Hospitales Generales,Privados,
130034,Servicios Sanitarios y Asistenciales,Ciudad Real,Ciudad Real,13002,87,Hospitales de salud mental y tratamiento de toxicomanías,Servicios e Institutos de Salud de Las Comunidades Autónomas,
130049,Hospital Quironsalud Ciudad Real,Ciudad Real,Ciudad Real,13002,55,Hospitales Generales,Privados,
130052,Hospital General La Mancha Centro,Alcázar de San Juan,Ciudad Real,13600,362,Hospitales Generales,Servicios e Institutos de Salud de Las Comunidades Autónomas,
130065,Hospital Virgen de Altagracia,Manzanares,Ciudad Real,13200,118,Hospitales Generales,Servicios e Institutos de Salud de Las Comunidades Autónomas,
130071,Hospital Santa Barbara,Puertollano,Ciudad Real,13500,141,Hospitales Generales,Servicios e Institutos de Salud de Las Comunidades Autónomas,
130087,Hospital General de Valdepeñas,Valdepeñas,Ciudad Real,13300,103,Hospitales Generales,Servicios e Institutos de Salud de Las Comunidades Autónomas,
130127,Hospital General Universitario de Ciudad Real,Ciudad Real,Ciudad Real,13005,564,Hospitales Generales,Servicios e Institutos de Salud de Las Comunidades Autónomas,
130128,Hospital General de Tomelloso,Tomelloso,Ciudad Real,13700,155,Hospitales Generales,Servicios e Institutos de Salud de Las Comunidades Autónomas,
140039,Hospital Los Morales,Córdoba,Córdoba,14012,19,Hospitales Generales,Servicios e Institutos de Salud de Las Comunidades Autónomas,Hospital Universitario Reina Sofía
140044,Hospital Materno - Infantil del H.U. Reina Sofia,Córdoba,Córdoba,14004,194,Hospitales Generales,Servicios e Institutos de Salud de Las Comunidades Autónomas,Hospital Universitario Reina Sofía
140060,Hospital Provincial,Córdoba,Córdoba,14004,389,Hospitales Generales,Servicios e Institutos de Salud de Las Comunidades Autónomas,Hospital Universitario Reina Sofía
140076,Hospital Cruz Roja de Córdoba,Córdoba,Córdoba,14004,138,Hospitales Generales,Privados,
140082,Hospital San Juan de Dios de Córdoba,Córdoba,Córdoba,14012,205,Hospitales Generales,Privados,
140116,Hospital Infanta Margarita,Cabra,Córdoba,14940,232,Hospitales Generales,Servicios e Institutos de Salud de Las Comunidades Autónomas,Hospital Infanta Margarita
140121,Hospital Valle de Los Pedroches,Pozoblanco,Córdoba,14400,142,Hospitales Generales,Servicios e Institutos de Salud de Las Comunidades Autónomas,Hospital Valle de Los Pedroches
140195,Hospital de Montilla,Montilla,Córdoba,14550,73,Hospitales Generales,Servicios e Institutos de Salud de Las Comunidades Autónomas,Hospital Infanta Margarita
140218,Hospital de Alta Resolución de Puente Genil,Puente Genil,Córdoba,14500,24,Hospitales Generales,Servicios e Institutos de Salud de Las Comunidades Autónomas,Hospital Infanta Margarita
140229,Hospital de Alta Resolución Valle del Guadiato,Peñarroya-Pueblonuevo,Córdoba,14200,17,Hospitales Generales,Servicios e Institutos de Salud de Las Comunidades Autónomas,Hospital Valle de Los Pedroches
140230,Hospital Universitario Reina Sofia,Córdoba,Córdoba,14004,607,Hospitales Generales,Servicios e Institutos de Salud de Las Comunidades Autónomas,Hospital Universitario Reina Sofía
140241,Hospital Quironsalud Córdoba,Córdoba,Córdoba,14004,115,Hospitales Generales,Privados,
140252,Hospital Centro de Andalucía,Lucena,Córdoba,14900,196,Hospitales Generales,Privados,
140263,Hospital Palma del Rio,Córdoba,Córdoba,14700,20,Hospitales Generales,Servicios e Institutos de Salud de Las Comunidades Autónomas,Hospital Universitario Reina Sofía
150011,Complexo Hospitalario Universitario A Coruña,"Coruña, A",A Coruña,15006,1365,Hospitales Generales,Servicios e Institutos de Salud de Las Comunidades Autónomas,
150050,Centro Oncoloxico de Galicia,"Coruña, A",A Coruña,15009,56,Hospitales especializados,Privados,
150063,Hospital Quironsalud A Coruña,"Coruña, A",A Coruña,15009,127,Hospitales Generales,Privados,
150079,Hospital San Rafael,"Coruña, A",A Coruña,15006,120,Hospitales Generales,Privados,
150130,Complexo Hospitalario Universitario de Ferrol,Ferrol,A Coruña,15405,469,Hospitales Generales,Servicios e Institutos de Salud de Las Comunidades Autónomas,
150177,Hospital Ribera Juan Cardona,Ferrol,A Coruña,15406,150,Hospitales Generales,Privados,
150200,Complexo Hospitalario Universitario de Santiago,Santiago de Compostela,A Coruña,15706,1511,Hospitales Generales,Servicios e Institutos de Salud de Las Comunidades Autónomas,
150308,Hestia La Robleda,"Pino, O",A Coruña,15821,96,Hospitales de salud mental y tratamiento de toxicomanías,Privados,
150336,Hospital Publico Da Barbanza,Ribeira,A Coruña,15993,82,Hospitales Generales,Servicios e Institutos de Salud de Las Comunidades Autónomas,
150341,Hospital Publico Virxe Da Xunqueira,Cee,A Coruña,15270,74,Hospitales Generales,Servicios e Institutos de Salud de Las Comunidades Autónomas,
150354,HM Modelo-Belen,"Coruña, A",A Coruña,15011,146,Hospitales Generales,Privados,
150365,Hospital HM Rosaleda-HM La Esperanza,Santiago de Compostela,A Coruña,15701,119,Hospitales Generales,Privados,
160014,Hospital Virgen de La Luz,Cuenca,Cuenca,16002,388,Hospitales Generales,Servicios e Institutos de Salud de Las Comunidades Autónomas,
160053,"Hospital Recoletas Cuenca, S.L.U.",Cuenca,Cuenca,16003,30,Hospitales Generales,Privados,
170010,Hospital Universitari de Girona Dr. Josep Trueta,Girona,Girona,17007,431,Hospitales Generales,Servicios e Institutos de Salud de Las Comunidades Autónomas,
170031,Clínica Bofill,Girona,Girona,17002,47,Hospitales Generales,Privados,
170059,Clínica Girona,Girona,Girona,17005,126,Hospitales Generales,Privados,
170062,Clínica Quirúrgica Onyar,Girona,Girona,17004,38,Hospitales Generales,Privados,
170097,Clínica Salus Infirmorum,Banyoles,Girona,17820,100,Hospitales Generales,Privados,
170101,Hospital de Sant Jaume,Blanes,Girona,17300,23,Hospitales de media y larga estancia,Otras Entidades u o rganismos Públicos,
170118,Hospital de Campdevanol,Campdevànol,Girona,17530,80,Hospitales Generales,Privados,
170123,Hospital de Figueres,Figueres,Girona,17600,168,Hospitales Generales,Privados,
170139,Clínica Santa Creu,Figueres,Girona,17600,35,Hospitales Generales,Privados,
170160,Hospital Sociosanitari de Lloret de Mar,Lloret de Mar,Girona,17310,63,Hospitales de media y larga estancia,Otras Entidades u o rganismos Públicos,
170176,Hospital D'Olot I Comarcal de La Garrotxa,Olot,Girona,17800,137,Hospitales Generales,Privados,
170195,Hospital de Palamós,Palamós,Girona,17230,136,Hospitales Generales,Privados,
170216,Hospital Psiquiatric,Salt,Girona,17190,593,Hospitales de salud mental y tratamiento de toxicomanías,Servicios e Institutos de Salud de Las Comunidades Autónomas,
170221,Residencia de Gent Gran Puig D'En Roca,Girona,Girona,17007,55,Hospitales de media y larga estancia,Servicios e Institutos de Salud de Las Comunidades Autónomas,
170237,Hospital Comarcal de Blanes,Blanes,Girona,17300,121,Hospitales Generales,Otras Entidades u o rganismos Públicos,
170242,Residencia Geriátrica Maria Gay,Girona,Girona,17004,24,Hospitales de media y larga estancia,Privados,
170255,Hospital Sociosanitari Mutuam Girona,Girona,Girona,17007,104,Hospitales de media y larga estancia,Privados,
170277,Centre Sociosanitari de Puigcerdà,Puigcerdà,Girona,17520,52,Hospitales de media y larga estancia,Privados,
170288,Centre Sociosanitari Bernat Jaume,Figueres,Girona,17600,121,Hospitales de media y larga estancia,Privados,
170299,Institut Catalá D'Oncologia Girona - Hospital Josep Trueta,Girona,Girona,17007,26,Hospitales especializados,Otras Entidades u o rganismos Públicos,
170301,Hospital Santa Caterina-Ias,Salt,Girona,17190,178,Hospitales Generales,Servicios e Institutos de Salud de Las Comunidades Autónomas,
170312,Centre Palamós Gent Gran,Palamós,Girona,17230,100,Hospitales de media y larga estancia,Privados,
170323,Centre Sociosanitari Parc Hospitalari Marti I Julia,Salt,Girona,17190,120,Hospitales de media y larga estancia,Servicios e Institutos de Salud de Las Comunidades Autónomas,
170334,Hospital de Cerdanya / Hospital de Cerdagne,Puigcerdà,Girona,17520,66,Hospitales Generales,Otras Entidades u o rganismos Públicos,
180016,Hospital Universitario Virgen de Las Nieves,Granada,Granada,18014,844,Hospitales Generales,Servicios e Institutos de Salud de Las Comunidades Autónomas,Hospital Universitario Virgen de Las Nieves
180042,Hospital de Neurotraumatologia y Rehabilitación del H.U. Virgen de Las Nieves,Granada,Granada,18013,241,Hospitales especializados,Servicios e Institutos de Salud de Las Comunidades Autónomas,Hospital Universitario Virgen de Las Nieves
180055,Hospital San Rafael,Granada,Granada,18001,166,Hospitales Generales,Privados,
180074,Hospital de La Inmaculada Concepción,Granada,Granada,18004,95,Hospitales Generales,Privados,
180093,Hospital de Baza,Baza,Granada,18800,117,Hospitales Generales,Servicios e Institutos de Salud de Las Comunidades Autónomas,
180107,Hospital Santa Ana,Motril,Granada,18600,184,Hospitales Generales,Servicios e Institutos de Salud de Las Comunidades Autónomas,
180122,Hospital de Alta Resolución de Guadix,Guadix,Granada,18500,50,Hospitales Generales,Servicios e Institutos de Salud de Las Comunidades Autónomas,Hospital Universitario Virgen de Las Nieves
180133,Hospital de Alta Resolución de Loja,Loja,Granada,18300,18,Hospitales Generales,Servicios e Institutos de Salud de Las Comunidades Autónomas,Hospital Universitario Clínico San Cecilio
180146,Hospital Vithas Granada,Granada,Granada,18008,77,Hospitales Generales,Privados,
180150,Hospital Universitario Clínico San Cecilio,Granada,Granada,18016,543,Hospitales Generales,Servicios e Institutos de Salud de Las Comunidades Autónomas,Hospital Universitario Clínico San Cecilio
180166,Hospital Materno-Infantil del H.U. Virgen de Las Nieves,Granada,Granada,18014,230,Hospitales especializados,Servicios e Institutos de Salud de Las Comunidades Autónomas,Hospital Universitario Virgen de Las Nieves
180191,Hospital Doctor Oloriz,Granada,Granada,18012,50,Hospitales Generales,Servicios e Institutos de Salud de Las Comunidades Autónomas,Hospital Universitario Virgen de Las Nieves
190019,Hospital Universitario de Guadalajara,Guadalajara,Guadalajara,19002,496,Hospitales Generales,Servicios e Institutos de Salud de Las Comunidades Autónomas,
190030,Hospital La Antigua,Guadalajara,Guadalajara,19003,63,Hospitales Generales,Privados,
190045,Clínica Doctor Sanz Vázquez,Guadalajara,Guadalajara,19001,40,Hospitales Generales,Privados,
190061,U.R.R. de Enfermos Psíquicos Alcohete,Yebes,Guadalajara,19141,165,Hospitales de salud mental y tratamiento de toxicomanías,Otros Centros o Establecimientos Públicos de Dependencia Autonómica,
190077,Instituto de Enfermedades Neurológicas de Castilla-La Mancha,Guadalajara,Guadalajara,19004,147,Hospitales de media y larga estancia,Servicios e Institutos de Salud de Las Comunidades Autónomas,
200049,Mutualia Clínica Pakea,Donostia/San Sebastián,Guipúzcoa,20018,19,Hospitales especializados,Mútuas Colaboradoras con La Seguridad Social,
200071,Hospital Ricardo Bermingham,Donostia/San Sebastián,Guipúzcoa,20018,123,Hospitales de media y larga estancia,Privados,
200104,Policlínica Gipuzkoa,Donostia/San Sebastián,Guipúzcoa,20014,149,Hospitales Generales,Privados,
200132,Fundacion Onkologikoa Fundazioa,Donostia/San Sebastián,Guipúzcoa,20014,26,Hospitales especializados,Privados,
200163,Hospital Bidasoa (Osi Bidasoa),Hondarribia,Guipúzcoa,20280,96,Hospitales Generales,Servicios e Institutos de Salud de Las Comunidades Autónomas,
200185,Organización Sanitaria Integrada Debagoiena,Arrasate/Mondragón,Guipúzcoa,20500,95,Hospitales Generales,Servicios e Institutos de Salud de Las Comunidades Autónomas,
200198,Hospital Aita Menni,Arrasate/Mondragón,Guipúzcoa,20509,437,Hospitales de salud mental y tratamiento de toxicomanías,Organizaciones No Gubernamentales,
200202,Hospital Psiquiátrico San Juan de Dios,Arrasate/Mondragón,Guipúzcoa,20509,276,Hospitales de salud mental y tratamiento de toxicomanías,Organizaciones No Gubernamentales,
200219,Clínica Santa Maria de La Asunción (Inviza S. A.),Tolosa,Guipúzcoa,20400,120,Hospitales Generales,Privados,
200230,"Sanatorio Usurbil, S. L.",Usurbil,Guipúzcoa,20170,80,Hospitales de salud mental y tratamiento de toxicomanías,Privados,
200245,Hospital de Zumarraga (Osi Goierri - Alto Urola),Zumarraga,Guipúzcoa,20700,118,Hospitales Generales,Servicios e Institutos de Salud de Las Comunidades Autónomas,
200258,Hospital de Mendaro (Osi Bajo Deba),Mendaro,Guipúzcoa,20850,111,Hospitales Generales,Servicios e Institutos de Salud de Las Comunidades Autónomas,
200261,Hospital Universitario Donostia,Donostia/San Sebastián,Guipúzcoa,20014,1034,Hospitales Generales,Servicios e Institutos de Salud de Las Comunidades Autónomas,
200271,Hospital San Juan de Dios Donostia,Donostia/San Sebastián,Guipúzcoa,20009,81,Hospitales de salud mental y tratamiento de toxicomanías,Organizaciones No Gubernamentales,
210025,Hospital Infanta Elena,Huelva,Huelva,21007,304,Hospitales Generales,Servicios e Institutos de Salud de Las Comunidades Autónomas,
210031,Hospital Vázquez Diaz,Huelva,Huelva,21005,91,Hospitales Generales,Servicios e Institutos de Salud de Las Comunidades Autónomas,Hospital Universitario Juan Ramón Jiménez
210084,Clínica Los Naranjos,Huelva,Huelva,21004,34,Hospitales Generales,Privados,
210097,Hospital de Riotinto,Minas de Riotinto,Huelva,21660,118,Hospitales Generales,Servicios e Institutos de Salud de Las Comunidades Autónomas,
210123,Hospital Universitario Juan Ramon Jimenez,Huelva,Huelva,21005,587,Hospitales Generales,Servicios e Institutos de Salud de Las Comunidades Autónomas,Hospital Universitario Juan Ramón Jiménez
210137,Hospital Quironsalud Huelva,Huelva,Huelva,21002,56,Hospitales Generales,Privados,
210148,Hospital Virgen de La Bella,Lepe,Huelva,21440,61,Hospitales Generales,Privados,
220015,Hospital Universitario San Jorge,Huesca,Huesca,22004,297,Hospitales Generales,Servicios e Institutos de Salud de Las Comunidades Autónomas,
220020,Centro de Rehabilitación Psicosocial Santo Cristo de Los Milagros,Huesca,Huesca,22006,110,Hospitales de salud mental y tratamiento de toxicomanías,Servicios e Institutos de Salud de Las Comunidades Autónomas,
220036,Hospital Sagrado Corazón de Jesús,Huesca,Huesca,22006,70,Hospitales de media y larga estancia,Servicios e Institutos de Salud de Las Comunidades Autónomas,
220041,Hospital Viamed Santiago,Huesca,Huesca,22004,28,Hospitales Generales,Privados,
220054,Hospital de Barbastro,Barbastro,Huesca,22300,170,Hospitales Generales,Servicios e Institutos de Salud de Las Comunidades Autónomas,
220089,Hospital de Jaca Salud,Jaca,Huesca,22700,50,Hospitales Generales,Servicios e Institutos de Salud de Las Comunidades Autónomas,
220105,Centro Sanitario Bajo Cinca-Baix Cinca,Fraga,Huesca,22520,20,Otros Centros con Internamiento,Servicios e Institutos de Salud de Las Comunidades Autónomas,
230011,Hospital Universitario de Jaén,Jaén,Jaén,23007,692,Hospitales Generales,Servicios e Institutos de Salud de Las Comunidades Autónomas,Hospital Universitario de Jaén
230026,Hospital Doctor Sagaz,Jaén,Jaén,23004,54,Hospitales Generales,Servicios e Institutos de Salud de Las Comunidades Autónomas,Hospital Universitario de Jaén
230047,Hospital Neurotraumatologico del H.U. de Jaén,Jaén,Jaén,23007,186,Hospitales Generales,Servicios e Institutos de Salud de Las Comunidades Autónomas,Hospital Universitario de Jaén
230063,Clínica Cristo Rey,Jaén,Jaén,23008,39,Hospitales Generales,Privados,
230079,Hospital San Agustín,Linares,Jaén,23700,234,Hospitales Generales,Servicios e Institutos de Salud de Las Comunidades Autónomas,
230098,Hospital San Juan de La Cruz,Úbeda,Jaén,23400,225,Hospitales Generales,Servicios e Institutos de Salud de Las Comunidades Autónomas,Hospital San Juan de La Cruz
230145,Hospital Alto Guadalquivir,Andújar,Jaén,23740,67,Hospitales Generales,Servicios e Institutos de Salud de Las Comunidades Autónomas,
230151,Hospital Materno-Infantil del H.U. de Jaén,Jaén,Jaén,23007,122,Hospitales especializados,Servicios e Institutos de Salud de Las Comunidades Autónomas,Hospital Universitario de Jaén
230162,Hospital de Alta Resolución Sierra de Segura,Puente de Génave,Jaén,23350,24,Hospitales Generales,Servicios e Institutos de Salud de Las Comunidades Autónomas,Hospital San Juan de La Cruz
230173,Hospital de Alta Resolución de Alcaudete,Alcaudete,Jaén,23660,16,Hospitales Generales,Servicios e Institutos de Salud de Las Comunidades Autónomas,Hospital Universitario de Jaén
230184,Hospital de Alta Resolución de Alcalá La Real,Alcalá la Real,Jaén,23680,28,Hospitales Generales,Servicios e Institutos de Salud de Las Comunidades Autónomas,Hospital Universitario de Jaén
230195,Hospital Puerta de Andalucía,Jaén,Jaén,23009,79,Hospitales Generales,Servicios e Institutos de Salud de Las Comunidades Autónomas,Hospital Universitario de Jaén
230206,Centro Hospitalario de Alta Resolución de Cazorla,Cazorla,Jaén,23470,26,Hospitales Generales,Servicios e Institutos de Salud de Las Comunidades Autónomas,Hospital San Juan de La Cruz
230217,Hospital Metropolitano de Jaén,Jaén,Jaén,23005,35,Hospitales Generales,Privados,
240016,Hospital de León. Complejo Asistencial Universitario de León.,León,León,24080,789,Hospitales Generales,Servicios e Institutos de Salud de Las Comunidades Autónomas,Complejo Asistencial Universitario de León
240021,Hospital Monte San Isidro. Complejo Asistencial Universitario de León.,León,León,24008,130,Hospitales de media y larga estancia,Servicios e Institutos de Salud de Las Comunidades Autónomas,Complejo Asistencial Universitario de León
240055,HM Regla,León,León,24003,130,Hospitales Generales,Organizaciones No Gubernamentales,
240074,Hospital HM San Francisco,León,León,24004,75,Hospitales Generales,Privados,
240093,Hospital Santa Isabel. Complejo Asistencial Universitario de León.,León,León,24080,117,Hospitales de salud mental y tratamiento de toxicomanías,Servicios e Institutos de Salud de Las Comunidades Autónomas,Complejo Asistencial Universitario de León
240135,Hospital El Bierzo,Ponferrada,León,24404,413,Hospitales Generales,Servicios e Institutos de Salud de Las Comunidades Autónomas,
240140,Hospital de La Reina,Ponferrada,León,24401,72,Hospitales Generales,Organizaciones No Gubernamentales,
240188,Hospital San Juan de Dios León,San Andrés del Rabanedo,León,24010,297,Hospitales Generales,Organizaciones No Gubernamentales,
240212,Clínica Ponferrada Recoletas,Ponferrada,León,24404,46,Hospitales Generales,Privados,
240220,Hospital Valle de Laciana,Villablino,León,24100,15,Hospitales de media y larga estancia,Otros Centros o Establecimientos Públicos de Dependencia Autonómica,
250019,Hospital Universitari Arnau de Vilanova de Lleida.,Lleida,Lleida,25198,482,Hospitales Generales,Servicios e Institutos de Salud de Las Comunidades Autónomas,
250024,Hospital Santa Maria,Lleida,Lleida,25198,251,Hospitales Generales,Otras Entidades u o rganismos Públicos,
250045,Vithas Hospital Montserrat,Lleida,Lleida,25002,47,Hospitales Generales,Privados,
250058,"Clínica Perpetuo Socorro de Lérida, Grupo Ha, Slu",Lleida,Lleida,25003,58,Hospitales Generales,Privados,
250061,Clínica Mi Nova Aliança,Lleida,Lleida,25004,50,Hospitales Generales,Privados,
250077,Clínica Psiquiatrica Bellavista,Lleida,Lleida,25198,75,Hospitales de salud mental y tratamiento de toxicomanías,Privados,
250117,Fundacio Sant Hospital.,"Seu d'Urgell, La",Lleida,25700,88,Hospitales Generales,Privados,
250138,"Centre Sanitari del Solsones, F.P.C.",Solsona,Lleida,25280,32,Hospitales de media y larga estancia,Otras Entidades u o rganismos Públicos,
250143,Hospital Comarcal del Pallars,Tremp,Lleida,25620,63,Hospitales Generales,Otras Entidades u o rganismos Públicos,
250156,Espitau Val D'Aran,Vielha e Mijaran,Lleida,25530,40,Hospitales Generales,Privados,
250169,Hestia Balaguer.,Balaguer,Lleida,25600,120,Hospitales de media y larga estancia,Privados,
250175,Residencia Terraferma,Alpicat,Lleida,25110,137,Hospitales de media y larga estancia,Privados,
250181,"Castell D'Oliana Residencial, S.L",Oliana,Lleida,25790,20,Hospitales de salud mental y tratamiento de toxicomanías,Privados,
250209,Hospital Jaume Nadal Meroles,Lleida,Lleida,25002,126,Hospitales de media y larga estancia,Otras Entidades u o rganismos Públicos,
250210,Sant Joan de Deu Terres de Lleida,Almacelles,Lleida,25100,14,Hospitales de salud mental y tratamiento de toxicomanías,Privados,
250232,Hospital Sant Joan de Deu Lleida,Lleida,Lleida,25001,130,Hospitales de salud mental y tratamiento de toxicomanías,Privados,
250243,Avantmedic,Lleida,Lleida,25008,19,Otros Centros con Internamiento,Privados,
250254,Acompanya'M Lleida,Lleida,Lleida,25001,31,Hospitales de salud mental y tratamiento de toxicomanías,Privados,
260027,Hospital Universitario San Pedro,Logroño,La Rioja,26006,522,Hospitales Generales,Servicios e Institutos de Salud de Las Comunidades Autónomas,Complejo Hospitalario San Pedro Hospital de La Rioja
260048,Hospital de La Rioja,Logroño,La Rioja,26071,68,Hospitales Generales,Servicios e Institutos de Salud de Las Comunidades Autónomas,Complejo Hospitalario San Pedro Hospital de La Rioja
260051,Policlínico Riojano Nuestra Señora de Valvanera,Logroño,La Rioja,26006,87,Hospitales de media y larga estancia,Privados,
260099,Fundacion Hospital Calahorra,Calahorra,La Rioja,26500,80,Hospitales Generales,Servicios e Institutos de Salud de Las Comunidades Autónomas,
260109,Clínica Los Manzanos,Lardero,La Rioja,26140,52,Hospitales Generales,Privados,
