codcnh,nombre,municipio,provincia,cod_postal,camas,clase,dependencia,complejo
390054,Hospital Santa Clotilde,Santander,Cantabria,39006,127,Hospitales de media y larga estancia,Privados,
390067,Centro Hospitalario Padre Menni,Santander,Cantabria,39012,65,Hospitales de salud mental y tratamiento de toxicomanías,Privados,
390134,Hospital Comarcal de Laredo,Laredo,Cantabria,39770,131,Hospitales Generales,Servicios e Institutos de Salud de Las Comunidades Autónomas,
390149,Hospital Sierrallana,Torrelavega,Cantabria,39300,301,Hospitales Generales,Servicios e Institutos de Salud de Las Comunidades Autónomas,
390152,Hospital Mompia,Santa Cruz de Bezana,Cantabria,39108,105,Hospitales Generales,Privados,
400019,Hospital General de Segovia Complejo Asistencial de Segovia,Segovia,Segovia,40002,381,Hospitales Generales,Servicios e Institutos de Salud de Las Comunidades Autónomas,
400045,Hospital Recoletas Segovia Nuestra Señora de La Misericordia,Segovia,Segovia,40003,36,Hospitales Generales,Privados,
410016,Hospital Universitario Virgen del Rocío,Sevilla,Sevilla,41013,628,Hospitales Generales,Servicios e Institutos de Salud de Las Comunidades Autónomas,Hospital Universitario Virgen del Rocío
410021,Hospital Universitario Virgen de Valme,Sevilla,Sevilla,41014,617,Hospitales Generales,Servicios e Institutos de Salud de Las Comunidades Autónomas,Hospital Universitario Virgen de Valme
410042,Hospital Universitario Virgen Macarena,Sevilla,Sevilla,41009,777,Hospitales Generales,Servicios e Institutos de Salud de Las Comunidades Autónomas,Hospital Universitario Virgen Macarena
410055,Hospital San Lázaro,Sevilla,Sevilla,41009,66,Hospitales Generales,Servicios e Institutos de Salud de Las Comunidades Autónomas,Hospital Universitario Virgen Macarena
410074,Hospital Victoria Eugenia de La Cruz Roja Española,Sevilla,Sevilla,41009,39,Hospitales Generales,Privados,
410080,Hospital San Juan de Dios de Sevilla,Sevilla,Sevilla,41005,47,Hospitales Generales,Privados,
410107,Clínica Santa Isabel,Sevilla,Sevilla,41018,96,Hospitales Generales,Privados,
410114,Hospital Quironsalud Sagrado Corazón,Sevilla,Sevilla,41013,147,Hospitales Generales,Privados,
410129,Hospital Fátima,Sevilla,Sevilla,41012,73,Hospitales Generales,Privados,
410135,Hospital Quironsalud Infanta Luisa,Sevilla,Sevilla,41010,139,Hospitales Generales,Privados,
410191,Clínica Nuestra Señora de Aránzazu,Sevilla,Sevilla,41002,10,Otros Centros con Internamiento,Privados,
410205,Hospital de Emergencia Covid 19,Sevilla,Sevilla,41013,276,Hospitales especializados,Servicios e Institutos de Salud de Las Comunidades Autónomas,Hospital Universitario Virgen del Rocío
410212,Residencia de Salud Mental Nuestra Señora del Carmen,Bormujos,Sevilla,41930,54,Hospitales de salud mental y tratamiento de toxicomanías,Privados,
410227,Hospital El Tomillar,Alcalá de Guadaíra,Sevilla,41500,80,Hospitales Generales,Servicios e Institutos de Salud de Las Comunidades Autónomas,Hospital Universitario Virgen de Valme
410233,Hospital San Agustín,Dos Hermanas,Sevilla,41703,93,Hospitales Generales,Privados,
410248,Hospital de Alta Resolución de Morón de La Frontera,Morón de la Frontera,Sevilla,41530,12,Hospitales Generales,Servicios e Institutos de Salud de Las Comunidades Autónomas,Hospital Universitario Virgen de Valme
410251,Hospital La Merced,Osuna,Sevilla,41640,225,Hospitales Generales,Servicios e Institutos de Salud de Las Comunidades Autónomas,Hospital La Merced
410325,Fremap_Hospital y Centro de Rehabilitación de Sevilla,Sevilla,Sevilla,41014,102,Hospitales especializados,Mútuas Colaboradoras con La Seguridad Social,
410346,Hospital Psiquiátrico Penitenciario,Sevilla,Sevilla,41007,184,Hospitales de salud mental y tratamiento de toxicomanías,Servicios e Institutos de Salud de Las Comunidades Autónomas,
410353,Hospital San Juan de Dios del Aljarafe,Bormujos,Sevilla,41930,200,Hospitales Generales,Otros Centros o Establecimientos Públicos de Dependencia Autonómica,
410375,Hospital Vithas Sevilla,Castilleja de la Cuesta,Sevilla,41950,148,Hospitales Generales,Privados,
410386,Hospital de Alta Resolución de Utrera,Utrera,Sevilla,41710,14,Hospitales Generales,Servicios e Institutos de Salud de Las Comunidades Autónomas,Hospital Universitario Virgen de Valme
410409,Hospital Viamed Santa Angela de La Cruz,Sevilla,Sevilla,41014,105,Hospitales Generales,Privados,
410432,Clínica de Salud Mental Miguel de Mañara,Dos Hermanas,Sevilla,41089,18,Hospitales de salud mental y tratamiento de toxicomanías,Privados,
410443,Hospital de Rehabilitación y Traumatología del H.U. Virgen del Rocío,Sevilla,Sevilla,41013,295,Hospitales especializados,Servicios e Institutos de Salud de Las Comunidades Autónomas,Hospital Universitario Virgen del Rocío
410454,Hospital de Alta Resolución de Lebrija,Lebrija,Sevilla,41740,22,Hospitales Generales,Servicios e Institutos de Salud de Las Comunidades Autónomas,Hospital Universitario Virgen de Valme
410465,Hospital Infantil,Sevilla,Sevilla,41013,134,Hospitales especializados,Servicios e Institutos de Salud de Las Comunidades Autónomas,Hospital Universitario Virgen del Rocío
410476,Hospital de La Mujer,Sevilla,Sevilla,41013,221,Hospitales especializados,Servicios e Institutos de Salud de Las Comunidades Autónomas,Hospital Universitario Virgen del Rocío
410483,Ita Clinic Bcn,Sevilla,Sevilla,41005,19,Otros Centros con Internamiento,Privados,
410496,"Adinfa, Sociedad Cooperativa Andaluza",Coria del Río,Sevilla,41100,25,Hospitales de salud mental y tratamiento de toxicomanías,Privados,
420011,"Hospital Santa Barbara ,Complejo Asistencial de Soria",Soria,Soria,42005,232,Hospitales Generales,Servicios e Institutos de Salud de Las Comunidades Autónomas,Complejo Asistencial de Soria
420026,"Hospital Virgen del Mirón ,Complejo Asistencial de Soria",Soria,Soria,42005,91,Hospitales de media y larga estancia,Servicios e Institutos de Salud de Las Comunidades Autónomas,Complejo Asistencial de Soria
420051,Hospital Latorre,Soria,Soria,42005,29,Hospitales Generales,Privados,
430017,Hospital Universitari Joan Xixi de Tarragona,Tarragona,Tarragona,43005,372,Hospitales Generales,Servicios e Institutos de Salud de Las Comunidades Autónomas,
430022,Hospital Sociosanitari Francoli,Tarragona,Tarragona,43005,156,Hospitales de media y larga estancia,Otras Entidades u o rganismos Públicos,
430043,Hospital de Sant Pau I Santa Tecla,Tarragona,Tarragona,43003,186,Hospitales Generales,Privados,
430056,Hospital Viamed Monegal,Tarragona,Tarragona,43002,53,Hospitales Generales,Privados,
430069,Clínica Activa Mutua 2008,Tarragona,Tarragona,43002,22,Hospitales especializados,Mútuas Colaboradoras con La Seguridad Social,
430081,Hospital Comarcal Mora D'Ebre,Móra d'Ebre,Tarragona,43740,120,Hospitales Generales,Otras Entidades u o rganismos Públicos,
430094,Hospital Universitari de Sant Joan de Reus,Reus,Tarragona,43204,313,Hospitales Generales,Otras Entidades u o rganismos Públicos,
430108,Centre Mq Reus,Reus,Tarragona,43203,50,Hospitales Generales,Privados,
430115,"Villablanca Serveis Assistencials, Sa",Reus,Tarragona,43204,350,Hospitales de salud mental y tratamiento de toxicomanías,Privados,
430120,"Institut Pere Mata, S.A",Reus,Tarragona,43206,727,Hospitales de salud mental y tratamiento de toxicomanías,Privados,
430167,Hospital de Tortosa Vergé de La Cinta,Tortosa,Tarragona,43500,248,Hospitales Generales,Servicios e Institutos de Salud de Las Comunidades Autónomas,
430173,Hospital de La Santa Creu,Tortosa,Tarragona,43590,250,Hospitales de media y larga estancia,Municipio,
430189,Clínica Terres de L'Ebre,Tortosa,Tarragona,43500,40,Hospitales Generales,Municipio,
430213,Policlínica Comarcal del Vendrell.,Santa Oliva,Tarragona,43710,136,Hospitales Generales,Privados,
430228,Pius Hospital de Valls,Valls,Tarragona,43800,142,Hospitales Generales,Privados,
430234,Residencia Alt Camp,Valls,Tarragona,43800,50,Hospitales de media y larga estancia,Privados,
430249,Centre Sociosanitari Ciutat de Reus,Reus,Tarragona,43204,85,Hospitales de media y larga estancia,Privados,
430252,Hospital Comarcal D'Amposta,Amposta,Tarragona,43870,103,Hospitales Generales,Municipio,
430265,Centre Sociosanitari Llevant,Tarragona,Tarragona,43007,60,Hospitales de media y larga estancia,Privados,
430276,Residencia Vila-Seca,Vila-seca,Tarragona,43480,35,Hospitales de media y larga estancia,Privados,
430287,Unitat Polivalent En Salut Mental D'Amposta,Amposta,Tarragona,43870,127,Hospitales de salud mental y tratamiento de toxicomanías,Privados,
430298,Hospital del Vendrell,"Vendrell, El",Tarragona,43700,120,Hospitales Generales,Privados,
430300,Centre Sociosanitari I Residencia Assistida Salou,Salou,Tarragona,43840,45,Hospitales de media y larga estancia,Privados,
430322,Residencia Santa Tecla Ponent,Tarragona,Tarragona,43006,70,Hospitales de media y larga estancia,Privados,
430344,Llarga Estada Gipss,Tarragona,Tarragona,43005,32,Hospitales de media y larga estancia,Otras Entidades u o rganismos Públicos,
430355,Centro Zeus,Ulldecona,Tarragona,43550,16,Hospitales de salud mental y tratamiento de toxicomanías,Privados,
440012,Hospital Obispo Polanco,Teruel,Teruel,44002,211,Hospitales Generales,Servicios e Institutos de Salud de Las Comunidades Autónomas,
440027,Hospital de San José,Teruel,Teruel,44001,50,Hospitales de media y larga estancia,Servicios e Institutos de Salud de Las Comunidades Autónomas,
440033,Centro de Rehabilitación Psicosocial San Juan de Dios,Teruel,Teruel,44001,150,Hospitales de salud mental y tratamiento de toxicomanías,Servicios e Institutos de Salud de Las Comunidades Autónomas,
440048,Hospital de Alcañiz,Alcañiz,Teruel,44600,145,Hospitales Generales,Servicios e Institutos de Salud de Las Comunidades Autónomas,
450020,Hospital Geriátrico Virgen del Valle,Toledo,Toledo,45004,155,Hospitales Generales,Servicios e Institutos de Salud de Las Comunidades Autónomas,Complejo Hospitalario de Toledo
450036,Hospital Nacional de Parapléjicos,Toledo,Toledo,45071,210,Hospitales especializados,Servicios e Institutos de Salud de Las Comunidades Autónomas,
450041,Hospital Provincial Ntra.Sra. De La Misericordia,Toledo,Toledo,45006,40,Hospitales Generales,Servicios e Institutos de Salud de Las Comunidades Autónomas,Complejo Hospitalario de Toledo
450067,Hospital General Nuestra Señora del Prado,Talavera de la Reina,Toledo,45600,312,Hospitales Generales,Servicios e Institutos de Salud de Las Comunidades Autónomas,
450089,Hospital Parque Marazuela,Talavera de la Reina,Toledo,45600,15,Hospitales Generales,Privados,
450113,Hospital San José Solimat,Toledo,Toledo,45004,10,Hospitales Generales,Mútuas Colaboradoras con La Seguridad Social,
450122,Hospital Quironsalud Toledo,Toledo,Toledo,45005,78,Hospitales Generales,Privados,
450133,Centro de Tratamiento de Drogodependientes El Alba,Toledo,Toledo,45071,18,Hospitales de salud mental y tratamiento de toxicomanías,Otros Centros o Establecimientos Públicos de Dependencia Autonómica,
450144,Hospital Universitario de Toledo (Hut),Toledo,Toledo,45007,861,Hospitales Generales,Servicios e Institutos de Salud de Las Comunidades Autónomas,Complejo Hospitalario de Toledo
460018,Hospital Universitario y Politécnico La Fe,València,Valencia,46026,1000,Hospitales Generales,Servicios e Institutos de Salud de Las Comunidades Autónomas,
460023,Hospital Universitario Dr. Peset Aleixandre,València,Valencia,46017,539,Hospitales Generales,Servicios e Institutos de Salud de Las Comunidades Autónomas,
460039,Hospital Arnau de Vilanova,València,Valencia,46015,282,Hospitales Generales,Servicios e Institutos de Salud de Las Comunidades Autónomas,
460044,Hospital Clínico Universitario de Valencia,València,Valencia,46010,582,Hospitales Generales,Servicios e Institutos de Salud de Las Comunidades Autónomas,
460057,Hospital de La Malva-Rosa,València,Valencia,46011,33,Otros Centros con Internamiento,Servicios e Institutos de Salud de Las Comunidades Autónomas,
460060,Consorcio Hospital General Universitario de Valencia,València,Valencia,46014,546,Hospitales Generales,Otros Centros o Establecimientos Públicos de Dependencia Autonómica,
460082,Hospital Católico Casa de Salud,València,Valencia,46021,192,Hospitales Generales,Privados,
460109,Fundacion Instituto Valenciano de Oncología,València,Valencia,46009,117,Hospitales especializados,Organizaciones No Gubernamentales,
460116,Hospital Vithas Valencia Consuelo,València,Valencia,46007,156,Hospitales Generales,Privados,
460137,Hospital Quironsalud Valencia,València,Valencia,46010,88,Hospitales Generales,Privados,
460168,Hospital de Salud Mental Provincial,Bétera,Valencia,46117,30,Hospitales de salud mental y tratamiento de toxicomanías,Diputación o Cabildo,
460180,Ita Godella,Godella,Valencia,46110,76,Hospitales de salud mental y tratamiento de toxicomanías,Privados,
460207,Hospital Francesc de Borja de Gandía,Gandia,Valencia,46702,285,Hospitales Generales,Servicios e Institutos de Salud de Las Comunidades Autónomas,
460229,Hospital Lluis Alcanyis de Xativa,Xàtiva,Valencia,46800,273,Hospitales Generales,Servicios e Institutos de Salud de Las Comunidades Autónomas,
460235,Hospital General de Ontinyent,Ontinyent,Valencia,46870,56,Hospitales Generales,Servicios e Institutos de Salud de Las Comunidades Autónomas,
460240,Hospital Intermutual de Levante,San Antonio de Benagéber,Valencia,46184,230,Hospitales especializados,Mútuas Colaboradoras con La Seguridad Social,
460266,Hospital de Sagunto,Sagunto/Sagunt,Valencia,46520,252,Hospitales Generales,Servicios e Institutos de Salud de Las Comunidades Autónomas,
460272,Hospital Doctor Moliner,Serra,Valencia,46118,365,Hospitales de media y larga estancia,Servicios e Institutos de Salud de Las Comunidades Autónomas,
460288,Hospital General de Requena,Requena,Valencia,46340,113,Hospitales Generales,Servicios e Institutos de Salud de Las Comunidades Autónomas,
460291,Hospital 9 de Octubre,València,Valencia,46015,300,Hospitales Generales,Privados,
460327,Hospital IMED Gandía,Gandia,Valencia,46701,23,Hospitales Generales,Privados,
460333,Hospital Nisa Aguas Vivas,Carcaixent,Valencia,46740,96,Hospitales Generales,Privados,
460351,Hospital Universitario de La Ribera,Alzira,Valencia,46600,364,Hospitales Generales,Servicios e Institutos de Salud de Las Comunidades Autónomas,
460369,Hospital Pare Jofre,València,Valencia,46017,125,Hospitales de media y larga estancia,Servicios e Institutos de Salud de Las Comunidades Autónomas,
460370,Hospital de Manises,Manises,Valencia,46940,354,Hospitales Generales,Servicios e Institutos de Salud de Las Comunidades Autónomas,
460381,Hospital de Crónicos de Mislata (Antiguo Hospital Militar de Valencia),Mislata,Valencia,46920,38,Hospitales de media y larga estancia,Servicios e Institutos de Salud de Las Comunidades Autónomas,
460392,Hospital de Lliria,Llíria,Valencia,46160,92,Hospitales Generales,Servicios e Institutos de Salud de Las Comunidades Autónomas,
460404,IMED Valencia,Burjassot,Valencia,46100,207,Hospitales Generales,Privados,
460426,Centro Habilitado Ernest Lluch,València,Valencia,46015,165,Otros Centros con Internamiento,Servicios e Institutos de Salud de Las Comunidades Autónomas,
460437,Clínica Imske,València,Valencia,46024,18,Hospitales especializados,Privados,
460459,IMED Colón,València,Valencia,46004,32,Hospitales Generales,Privados,
460460,Hospital Infanto-Juvenil J. Peirón,"Pobla de Vallbona, la",Valencia,46185,30,Otros Centros con Internamiento,Privados,
470014,Hospital Universitario Rio Hortega,Valladolid,Valladolid,47012,596,Hospitales Generales,Servicios e Institutos de Salud de Las Comunidades Autónomas,
470029,Hospital Clínico Universitario de Valladolid,Valladolid,Valladolid,47003,777,Hospitales Generales,Servicios e Institutos de Salud de Las Comunidades Autónomas,
470053,Sanatorio Sagrado Corazón,Valladolid,Valladolid,47002,48,Hospitales Generales,Organizaciones No Gubernamentales,
470072,Centro Hospitalario Benito Menni,Valladolid,Valladolid,47008,240,Hospitales de media y larga estancia,Organizaciones No Gubernamentales,
470091,Hospital Medina del Campo,Medina del Campo,Valladolid,47400,119,Hospitales Generales,Servicios e Institutos de Salud de Las Comunidades Autónomas,
470105,Hospital de Valladolid Felipe Ir,Valladolid,Valladolid,47003,79,Hospitales Generales,Privados,
470113,Hospital Recoletas Campo Grande,Valladolid,Valladolid,47007,99,Hospitales Generales,Privados,
470124,Hospital Casaverde Valladolid,Valladolid,Valladolid,47011,99,Hospitales especializados,Privados,
480010,Hospital Santa Marina,Bilbao,Vizcaya,48004,234,Hospitales de media y larga estancia,Servicios e Institutos de Salud de Las Comunidades Autónomas,
480025,Hospital Intermutual de Euskadi,Bilbao,Vizcaya,48007,44,Hospitales especializados,Mútuas Colaboradoras con La Seguridad Social,
480031,Clínica Ercilla Mutualia,Bilbao,Vizcaya,48009,22,Hospitales especializados,Mútuas Colaboradoras con La Seguridad Social,
480046,Hospital Cruz Roja de Bilbao - Victoria Eugenia,Bilbao,Vizcaya,48013,68,Hospitales Generales,Organizaciones No Gubernamentales,
480059,Sanatorio Bilbaíno,Bilbao,Vizcaya,48010,44,Hospitales Generales,Organizaciones No Gubernamentales,
480078,Hospital Universitario Basurto,Bilbao,Vizcaya,48013,697,Hospitales Generales,Servicios e Institutos de Salud de Las Comunidades Autónomas,
480097,Clínica Virgen Blanca,Bilbao,Vizcaya,48006,74,Hospitales Generales,Privados,
480123,"Clínica Guimon, S.A.",Bilbao,Vizcaya,48010,42,Hospitales Generales,Privados,
480160,"Clínica Indautxu, S.A.",Bilbao,Vizcaya,48010,36,Hospitales Generales,Privados,
480176,Hospital Universitario Cruces,Barakaldo,Vizcaya,48903,981,Hospitales Generales,Otros Centros o Establecimientos Públicos de Dependencia Estatal,
480182,Hospital San Eloy,Barakaldo,Vizcaya,48902,128,Hospitales Generales,Servicios e Institutos de Salud de Las Comunidades Autónomas,
480195,Hospital de Bermeo,Bermeo,Vizcaya,48370,188,Hospitales de salud mental y tratamiento de toxicomanías,Servicios e Institutos de Salud de Las Comunidades Autónomas,
480209,Hospital Galdakao-Usansolo,Galdakao,Vizcaya,48960,481,Hospitales Generales,Servicios e Institutos de Salud de Las Comunidades Autónomas,
480216,Hospital de Gorliz,Gorliz,Vizcaya,48630,149,Hospitales de media y larga estancia,Servicios e Institutos de Salud de Las Comunidades Autónomas,
480255,Hospital San Juan de Dios,Santurtzi,Vizcaya,48980,100,Hospitales Generales,Organizaciones No Gubernamentales,
480268,Hospital de Zaldibar,Zaldibar,Vizcaya,48250,120,Hospitales de salud mental y tratamiento de toxicomanías,Servicios e Institutos de Salud de Las Comunidades Autónomas,
480274,Hospital de Zamudio,Zamudio,Vizcaya,48170,142,Hospitales de salud mental y tratamiento de toxicomanías,Servicios e Institutos de Salud de Las Comunidades Autónomas,
480293,Avances Médicos S.A.,Santurtzi,Vizcaya,48980,24,Hospitales de salud mental y tratamiento de toxicomanías,Privados,
480305,Hospital Quironsalud Bizkaia,Erandio,Vizcaya,48950,110,Hospitales Generales,Privados,
480316,Clínica Imq Zorrotzaurre,Bilbao,Vizcaya,48014,128,Hospitales Generales,Privados,
480327,Hospital Urduliz Ospitalea,Urduliz,Vizcaya,48610,128,Hospitales Generales,Servicios e Institutos de Salud de Las Comunidades Autónomas,
490013,Hospital Virgen de La Concha Complejo Asistencial de Zamora,Zamora,Zamora,49022,349,Hospitales Generales,Servicios e Institutos de Salud de Las Comunidades Autónomas,Complejo Asistencial de Zamora
490028,Hospital Provincial de Zamora Complejo Asistencial de Zamora,Zamora,Zamora,49021,140,Hospitales Generales,Servicios e Institutos de Salud de Las Comunidades Autónomas,Complejo Asistencial de Zamora
490065,Hospital de Benavente Complejo Asistencial de Zamora,Benavente,Zamora,49600,51,Hospitales Generales,Servicios e Institutos de Salud de Las Comunidades Autónomas,Complejo Asistencial de Zamora
490081,Hospital Recoletas de Zamora,Zamora,Zamora,49023,44,Hospitales Generales,Privados,
500016,Hospital Clínico Universitario Lozano Blesa,Zaragoza,Zaragoza,50009,808,Hospitales Generales,Servicios e Institutos de Salud de Las Comunidades Autónomas,
500021,Hospital Universitario Miguel Servet,Zaragoza,Zaragoza,50009,1198,Hospitales Generales,Servicios e Institutos de Salud de Las Comunidades Autónomas,
500055,Hospital Royo Villanova,Zaragoza,Zaragoza,50015,256,Hospitales Generales,Servicios e Institutos de Salud de Las Comunidades Autónomas,
500068,Centro de Rehabilitación Psicosocial Nuestra Señora del Pilar,Zaragoza,Zaragoza,50009,200,Hospitales de salud mental y tratamiento de toxicomanías,Servicios e Institutos de Salud de Las Comunidades Autónomas,
500074,Hospital Nuestra Señora de Gracia,Zaragoza,Zaragoza,50004,145,Hospitales Generales,Servicios e Institutos de Salud de Las Comunidades Autónomas,
500080,Hospital Maz,Zaragoza,Zaragoza,50015,81,Hospitales Generales,Mútuas Colaboradoras con La Seguridad Social,
500093,"Clínica Montpellier, Grupo Ha, S.A.U",Zaragoza,Zaragoza,50012,90,Hospitales Generales,Privados,
500107,Centro Neuropsiquiátrico Nuestra Señora del Carmen,Zaragoza,Zaragoza,50190,277,Hospitales de salud mental y tratamiento de toxicomanías,Organizaciones No Gubernamentales,
500114,Hospital San Juan de Dios,Zaragoza,Zaragoza,50006,188,Hospitales de media y larga estancia,Organizaciones No Gubernamentales,
500129,Hospital Quironsalud Zaragoza,Zaragoza,Zaragoza,50006,104,Hospitales Generales,Privados,
500140,Hospital General de La Defensa En Zaragoza,Zaragoza,Zaragoza,50009,200,Hospitales Generales,Ministerio de Defensa,
500153,Hospital Ernest Lluch Martin,Calatayud,Zaragoza,50300,122,Hospitales Generales,Servicios e Institutos de Salud de Las Comunidades Autónomas,
500172,Unidad de Rehabilitación de Larga Estancia,Sádaba,Zaragoza,50670,45,Hospitales de salud mental y tratamiento de toxicomanías,Organizaciones No Gubernamentales,
500188,Unidad Rehabilitadora de Media Estancia Profesor Rey Ardid,Zaragoza,Zaragoza,50191,39,Hospitales de salud mental y tratamiento de toxicomanías,Organizaciones No Gubernamentales,
500195,Hospital de Rehabilitación Psiquiatrica Prisma,Zaragoza,Zaragoza,50820,50,Hospitales de salud mental y tratamiento de toxicomanías,Privados,
500200,Centro Sanitario Cinco Villas,Ejea de los Caballeros,Zaragoza,50009,17,Otros Centros con Internamiento,Servicios e Institutos de Salud de Las Comunidades Autónomas,
500218,Hospital Viamed Montecanal,Zaragoza,Zaragoza,50012,68,Hospitales Generales,Privados,
500223,Hospital Hernan Cortes Miraflores,Zaragoza,Zaragoza,50008,36,Hospitales Generales,Privados,
510039,Hospital Universitario de Ceuta,Ceuta,Ceuta,51003,246,Hospitales Generales,Instituto de Gestión Sanitaria-Ingesa,
520018,Hospital Comarcal,Melilla,Melilla,52005,168,Hospitales Generales,Instituto de Gestión Sanitaria-Ingesa,
520042,EV Medical-Rusadir,Melilla,Melilla,52003,168,Otros Centros con Internamiento,Privados,
