cod_postal,lat,lon,town
15860,43.0765,-8.8467,"Busto, O (Santa Sabiña)"
15861,42.9054,-8.6916,Ser (San Pedro)
15862,42.9054,-8.6916,Nanton (Monte - A Baña)
15863,42.9054,-8.6916,"Barro, O (A Baña)"
15864,42.9,-8.6333,Agron (San Lourenzo)
15865,42.8586,-8.69721,Tembra (San Miguel De Boullon-Brion)
15866,42.83313,-8.58429,Rua De Francos
15870,43.0198,-8.6517,Piñeiro (San Mamede)
15871,42.9833,-8.6167,Portomouro (Val Do Dubra)
15872,42.9667,-8.65,San Roman (Santa Mariña)
15873,43.02497,-8.6625,Val Do Dubra
15874,43.05,-8.6667,Niveiro (San Vicente)
15880,42.77147,-8.37427,"Ponte Ulla, A (Santa Maria Madalena)"
15881,42.80384,-8.45426,Sergude (San Breixo)
15882,42.8,-8.3333,Sucira (Santa Mariña)
15883,42.8075,-8.5599,Pontevea (San Cristovo De Reis-Teo)
15884,42.95,-8.49168,Formaris (San Cristovo De Enfesta A -Santiago)
15885,42.99729,-8.40632,San Xian (Sales)
15886,42.75,-8.5,Teo (Santa Maria)
15887,42.73333,-8.50832,Gonzar (Santa Maria)
15888,42.9833,-8.4333,Sigüeiro (San Martiño De Oroso-Oroso)
15890,42.8805,-8.5457,Poligono Industrial Del Tambre (Santiago)
15892,42.8539,-8.5775,"Devesa, A (San Martiño De Arins-Santiago)"
15893,42.75,-8.5,Bornais (San Cristovo Do Eixo-Santiago)
15894,42.8539,-8.5775,San Sadurniño (San Simon De Ons-Cacheiras-Teo)
15895,42.84811,-8.61867,Biduido De Abaixo (Santa Maria De Biduido-Ames)
15896,42.8539,-8.5775,Silvouta (Santa Maria De Villestro-Santiago)
15897,42.8805,-8.5457,Laraño (San Martiño)
15898,42.8539,-8.5775,Fecha (San Xoan)
15899,42.87015,-8.54893,"Curuxeira, A (Santa Maria De Conxo-Santiago)"
15900,42.7388,-8.6606,Padron
15910,42.7426,-8.6542,Extramundi De Abaixo (Padron)
15911,42.76264,-8.7054,Seira (San Lourenzo)
15912,42.7426,-8.6542,Costa (San Miguel)
15913,42.7426,-8.6542,Augasantas (San Vicente)
15914,42.75,-8.6,"Igrexa,A (Carcacia)"
15915,42.7426,-8.6542,Morono (Padron)
15916,42.7426,-8.6542,Lestrove (Dodro)
15917,42.7388,-8.6606,Quintans (Padron)
15920,42.6509,-8.81627,Rianxo (Santa Comba)
15928,42.65,-8.7833,Raño (Santa Maria De Leiro-Rianxo)
15930,42.65,-8.9,Boiro
15937,42.6333,-8.8854,Mieites (Santo Andre De Cures-Boiro)
15938,42.65,-8.8833,Graso (San Cristovo De Abanqueiro-Boiro)
15939,42.6167,-8.8833,"Cabo De Cruz Ou Pesqueira, A"
15940,42.7515,-8.6458,Pobra Do Caramiñal
15948,42.75231,-8.71871,"Ponte Barbanza, A (San Isidro De Posmarcos-Pobra Do Caramiñal,A)"
15949,42.75,-8.5,"Xobre, O Ou Maño, O (Santa Maria)"
15959,42.5833,-8.95,Lombas (Palmeira-Ribeira)
15960,42.5535,-8.9909,Martin (Ribeira)
15965,42.5573,-9.003,"Cerca, A (Aguiño-Ribeira)"
15966,42.54265,-8.99505,Revolta (Castiñeiras-Ribeira)
15967,42.549,-9.0061,"Graña, A (Carreira-Ribeira)"
15968,42.5608,-8.996,Dean Pequeno (Ribeira)
15969,42.5972,-9.037,Bretal (Olveira-Ribeira)
15970,42.7248,-9.0053,Porto Do Son
15978,42.7333,-8.9667,"Campo Do Prado, O (Santa Maria De Nebra-Porto Do Son)"
15979,42.6981,-9.0214,Abuin (San Pedro De Baroña-Porto Do Son)
15980,42.7108,-8.7447,Prada (Padron)
15981,42.7304,-8.7183,Laiño (San Xian)
15982,42.7108,-8.7447,Laiño (San Xoan-Dodro)
15983,42.6693,-8.7518,"Regueiro, O (Santa Maria De Isorna-Rianxo)"
15984,42.6782,-8.7909,Traba (Santa Baia De Araño-Rianxo)
15985,42.66843,-8.84826,Cartomil (San Salvador De Taragoña-Rianxo)
15990,42.6587,-8.9391,San Roque (San Vicenzo De Cespon-Boiro)
15991,42.6687,-8.85645,Nine
15992,42.63443,-8.91143,Lampon (Santiago)
15993,42.6,-9.0,Oleiros (Ribeira)
15994,42.6587,-8.9391,Santa Clara De Novas (San Pedro De Muro-Porto Do Son)
15995,42.6587,-8.9391,Xuño (Santa Mariña)
15996,42.65477,-9.03,Ribasieira (San Fins)
15998,42.6779,-9.0196,Tarrio (Queiruga)
15999,42.758,-8.9491,Beneso (San Sadurniño De Goians-Porto Do Son)
16001,40.0743,-2.1314,Cuenca
16002,40.0751,-2.1426,Cuenca
16003,40.06,-2.1397,Cuenca
16004,40.0612,-2.1299,Cuenca
16070,40.0667,-2.1333,Cuenca
16071,40.0667,-2.1333,Cuenca
16080,40.0667,-2.1333,Cuenca
16100,39.7187,-2.2214,Valverde De Jucar
16111,39.7889,-2.24725,Albaladejo Del Cuende
16112,39.7246,-2.1603,Baños De Valdeganga
16113,39.8688,-2.2044,La Parra De Las Vegas
16114,39.65,-2.1667,Buenache De Alarcon
16118,39.67315,-2.10495,Hontecillas
16120,39.7667,-2.15,Valera De Abajo
16122,39.925,-2.1583,Valdeganga De Cuenca
16123,39.96893,-2.0905,Villar Del Saz De Arcas
16140,40.2344,-2.0893,Villalba De La Sierra
16141,40.3506,-2.11952,Fresneda De La Sierra
16142,40.2972,-2.0215,Las Majadas
16143,40.20693,-2.16877,Mariana
16144,40.35103,-2.22027,Villaseca
16145,40.31632,-2.18075,Torrecilla
16146,40.20755,-2.08245,Zarzuela
16147,40.2935,-2.1458,Ventorro Chafe
16150,40.3871,-1.88205,Vega Del Codorno
16152,40.22752,-1.83993,Valdemeca
16160,39.9466,-2.5978,Palomares Del Campo
16161,39.98695,-2.5537,Villar Del Aguila
16162,40.0527,-2.51113,Villar Del Horno
16190,40.13905,-2.30045,Sotoca
16191,40.15407,-2.23202,Fuentesclaras Del Chillaron
16192,40.10023,-2.02463,Palomera
16193,39.9924,-2.05133,Mohorte
16194,40.0564,-2.26317,Colliguilla
16195,39.99188,-2.43528,Villarejo Seco
16196,40.0005,-2.262,Villar De Olalla
16200,39.5667,-1.8833,Motilla Del Palancar
16210,39.6,-1.8,Campillo De Altobuey
16211,39.4483,-2.0888,El Picazo
16212,39.47177,-2.01497,Rubielos Altos
16214,39.58727,-2.01417,Valverdejo
16215,39.7167,-1.8833,Almodovar Del Pinar
16216,39.7833,-2.05753,Olmeda Del Rey
16220,39.3333,-1.9333,Quintanar Del Rey
16230,39.4333,-1.9333,Villanueva De La Jara
16234,39.4,-1.85,Casas De Santa Cruz
16235,39.4443,-1.749,Iniesta
16236,39.3167,-1.8333,Villagarcia Del Llano
16237,39.3551,-1.7167,Ledaña
16238,39.3,-1.7667,Casas Del Olmo
16239,39.3911,-2.04,Casasimarro
16240,39.499,-1.8975,El Peral
16250,39.5333,-1.7667,Castillejo De Iniesta
16251,39.5167,-1.6667,Graja De Iniesta
16260,39.5357,-1.5951,Minglanilla
16269,39.56985,-1.62605,Puebla Del Salvador
16270,39.4722,-1.6248,Villalpardo
16280,39.4407,-1.6515,Villarta
16290,39.4088,-1.62545,Alcahozo
16300,40.042,-1.6486,Cañete
16311,39.97735,-1.55947,Boniches
16312,39.8391,-1.4306,Henarejos
16313,39.7412,-1.3256,Aliaguilla
16315,40.02585,-1.505,Alcala De La Vega
16316,40.13235,-1.70477,Huerta Del Marquesado
16317,40.13953,-1.6008,Zafrilla
16318,40.1052,-1.47327,Hoya Del Peral
16320,39.8491,-1.2842,Talayuelas
16321,39.7833,-1.25,Casillas De Ranera
16330,39.9073,-1.3677,Landete
16336,39.95757,-1.2519,Las Rinconadas
16337,39.97125,-1.36395,Santo Domingo De Moya
16338,39.97025,-1.3967,Algarra
16339,39.89757,-1.25897,Graja De Campalbo
16340,40.01883,-1.84473,La Cierva
16350,39.8833,-1.8,Carboneras De Guadazaon
16360,39.8159,-1.86025,Arguisuelas
16370,39.88335,-1.6,San Martin De Boniches
16371,39.7506,-1.5292,Villora
16372,39.68335,-1.6,Enguidanos
16373,39.7669,-1.70163,Yemeda
16390,39.9321,-1.79473,Reillo
16393,39.7203,-1.4395,Mira
16400,40.0085,-3.0073,Tarancon
16410,39.8422,-2.9972,Horcajo De Santiago
16411,39.9244,-3.0092,Fuente De Pedro Naharro
16412,39.9087,-2.9832,El Acebron
16413,39.8975,-2.9613,Torrubia Del Campo
16414,39.8165,-2.9494,Pozorrubio
16415,39.7307,-2.9236,Villamayor De Santiago
16417,39.6039,-2.8267,Los Hinojosos
16420,39.9327,-2.88915,Almendros
16421,39.7503,-2.8246,Puebla De Almenara
16422,39.7007,-2.7543,Tresjuncos
16423,39.6598,-2.76,Osa De La Vega
16430,39.9205,-2.8049,Saelices
16431,39.8234,-2.7677,Almonacid Del Marquesado
16432,39.7881,-2.6968,Villarejo De Fuentes
16433,39.7491,-2.569,Alconchel De La Estrella
16434,39.7339,-2.4993,Montalbanejo
16435,39.7277,-2.4146,La Hinojosa
16440,39.8789,-2.669,Montalbo
16441,39.859,-2.7147,El Hito
16442,39.8411,-2.5043,Villares Del Saz
16444,39.7831,-2.4202,Cervera Del Llano
16452,39.98097,-2.85497,Rozalen Del Monte
16460,40.1234,-2.9168,Barajas De Melo
16461,40.1652,-2.9496,Leganiel
16463,40.1553,-2.8537,Saceda Trasierra
16464,40.0629,-2.8078,Alcazar Del Rey
16465,40.05435,-2.8693,Huelves
16470,40.03097,-3.092,Zarza De Tajo
16500,40.1441,-2.6908,Huete
16510,40.17957,-2.78143,Garcinarro
16512,40.3288,-2.76513,Jabalera
16520,40.2264,-2.6933,Moncalvillo De Huete
16521,40.2468,-2.6226,Valdemoro Del Rey
16522,40.2991,-2.5927,Portalrubio De Guadamejud
16531,40.2248,-2.5053,Villanueva De Guadamejud
16532,40.24857,-2.5632,Saceda Del Rio
16535,40.3465,-2.639,Villalba Del Rey
16537,40.40885,-2.62605,Cañaveruelas
16540,40.1525,-2.5759,Bonilla
16541,40.1062,-2.4837,Valdecomenas De Arriba
16542,40.1356,-2.4097,Cuevas De Velasco
16550,40.06796,-2.66296,Valparaiso De Arriba
16555,40.0377,-2.7367,Carrascosa Del Campo
16600,39.4033,-2.4284,San Clemente
16610,39.3507,-2.324,Casas De Fernando Alonso
16611,39.3335,-2.2727,Casas De Haro
16612,39.30645,-2.38775,Ventas De Alcolea
16620,39.5146,-2.4927,La Alberca De Zancara
16621,39.5594,-2.4231,Santa Maria Del Campo Rus
16622,39.6158,-2.4258,Pinarejo
16623,39.6593,-2.3803,Castillo De Garcimuñoz
16630,39.5019,-2.8699,Mota Del Cuervo
16638,39.485,-2.7457,El Pedernoso
16639,39.4833,-2.8667,Santa Maria De Los Llanos
16640,39.5576,-2.7046,Belmonte
16646,39.6824,-2.5089,Villalgordo Del Marquesado
16647,39.6441,-2.6711,Villaescusa De Haro
16648,39.6372,-2.5215,Villar De La Encina
16649,39.57883,-2.64107,Monreal Del Llano
16650,39.3878,-2.7643,Las Mesas
16660,39.4496,-2.6739,Las Pedroñeras
16670,39.3763,-2.5748,El Provencio
16700,39.4079,-2.2033,Sisante
16707,39.37295,-2.1187,Casas De Benitez
16708,39.35,-2.1667,Casas De Guijarro
16709,39.4221,-2.30503,Vara De Rey
16710,39.5093,-2.2092,Atalaya Del Cañavate
16720,39.5489,-2.2504,Cañada Juncosa
16730,39.6133,-2.2809,Honrubia
16738,39.5429,-2.3036,El Cañavate
16739,39.6585,-2.3117,Torrubia Del Castillo
16740,39.6863,-2.3805,La Almarcha
16760,39.761,-2.3559,Olivares De Jucar
16770,39.8513,-2.3608,San Lorenzo De La Parrilla
16771,39.87197,-2.5243,El Congosto
16779,39.8221,-2.3446,Belmontejo
16780,39.8974,-2.33295,Altarejos
16781,39.9258,-2.315,Fresneda De Altarejos
16800,40.4488,-2.3137,Priego
16812,40.55078,-2.35806,Albendea
16813,40.48308,-2.4759,Villar Del Infantado
16840,40.2373,-2.2914,Villar De Domingo Garcia
16841,40.3661,-2.2772,Albalate De Las Nogueras
16842,40.3028,-2.285,Torralba
16843,40.23735,-2.40535,Valdecañas
16850,40.3588,-2.396,Cañaveras
16851,40.3362,-2.4619,Buciegas
16852,40.3109,-2.4759,Olmeda De La Cuesta
16853,40.3023,-2.4195,Olmedilla De Eliz
16854,40.2987,-2.3928,Castillo-Albarañez
16855,40.3037,-2.3592,Arrancacepas
16856,40.3812,-2.5202,Castejon
16857,40.3685,-2.4941,Canalejas Del Arroyo
16860,40.4006,-2.3196,Villaconejos De Trabaque
16870,40.5723,-2.0756,Beteta
16878,40.50137,-2.03402,Masegosa
16879,40.5857,-2.08873,Carrascosa
16890,40.46357,-2.20787,Cañamares
16891,40.5368,-2.2102,Santa Cristina
16892,40.5002,-2.2091,Puente De Vadillos
16893,40.5002,-2.2091,Solan De Cabras
17001,41.984,2.8198,Girona
17002,41.978,2.8206,Girona
17003,41.963,2.8331,Girona
17004,41.9823,2.8265,Girona
17005,41.9729,2.8111,Girona
17006,41.9756,2.8052,Girona
17007,41.9942,2.8309,Girona
17070,41.9831,2.8249,Girona
17071,41.9831,2.8249,Girona
17080,41.9831,2.8249,Girona
17100,42.0276,2.8187,La Bisbal D'Emporda
17110,41.95023,3.05743,Fonteta
17111,41.9689,3.0495,Vullpellac
17113,41.9763,3.08075,Peratallada
17114,42.0011,3.0677,Ullastret
17115,41.978,3.0447,Castell D'Emporda
17116,41.95,3.0167,Cruilles
17117,41.95,3.0,Sant Miquel De Cruilles
17118,41.9689,3.0495,Sant Sadurni De L'Heura
17120,42.01496,2.9808,Pedrinya (Ajuntament La Pera)
17121,41.99105,3.023,Matajudaica
17123,41.9522,3.1272,Torrent
17124,41.9333,3.1333,Llofriu
17130,42.12532,3.13313,Empuries
17131,42.0167,3.0167,Rupia
17132,42.0363,3.0002,Masos (Foixa)
17133,42.02767,3.04713,Sant Iscle D'Emporda
17134,42.0722,3.0572,Canet De La Tallada
17136,42.1039,3.0839,Albons
17137,42.1334,3.075,Viladamat
17140,42.05,3.1167,Ulla
17141,42.0793,3.1075,Sobrestany
17142,42.0619,3.0459,Verges
17143,42.0735,3.0103,Jafre
17144,42.0848,2.987,Colomers
17150,42.0448,2.6647,Sant Gregori (Municipio)
17151,42.0153,2.7177,Ginestar
17152,42.0167,2.7167,Llora
17153,42.05085,2.651,Granollers De Rocacorba
17154,42.0902,2.5869,Sant Esteve De Llemana
17160,41.9562,2.636,"Mines Del Sant Pare, Les"
17161,41.94603,2.55533,Sant Miquel De Ter
17162,41.96687,2.7502,Montfulla
17164,41.9762,2.67785,Sant Julia Del Llor I Bonmati
17165,41.9692,2.624,La Cellera De Ter
17166,41.98167,2.5645,Susqueda
17170,42.0097,2.603,Amer
17171,42.0141,2.5444,Sant Marti Sacalm
17172,42.0667,2.5833,"Planes D'Hostoles, Les"
17173,42.0858,2.5411,Cogolls
17174,42.0969,2.5213,Sant Iscle De Colltort
17175,42.0975,2.4939,Sant Miquel De Pineda
17176,42.1212,2.4209,Sant Esteve D'En Bas
17177,42.1,2.45,Falgars D'En Bas
17178,42.14643,2.44528,Sant Miquel De Corb
17179,42.0958,2.5029,Riudaura (Pueblo)
17180,41.95515,2.7838,Vilablareix
17181,41.9384,2.76195,Marrocs
17182,41.9333,2.75,Estanyol
17183,41.9132,2.7337,Sant Dalmai
17184,41.9072,2.7467,Salitja
17185,41.8833,2.75,Vilobi D'Onyar
17190,41.9737,2.7902,Salt
17199,42.07177,2.75,Sant Medir
17200,41.9238,3.172,Palafrugell
17210,41.8833,3.1833,Calella De Palafrugell
17211,41.8948,3.1949,Llafranc
17212,41.9185,3.2054,Tamariu
17213,41.9333,3.1833,Esclanya
17214,41.9073,3.192,Regencos (Pueblo)
17220,41.7845,3.0241,Sant Feliu De Guixols
17230,41.85755,3.1312,Sant Joan De Palamos
17240,41.83291,2.92049,Veinat De Bruguera
17241,41.9598,2.8408,Palol D'Onyar
17242,41.94735,2.88422,Quart
17243,41.92435,2.85395,Llambilles
17244,41.8878,2.8752,Cassa De La Selva
17245,41.8357,2.9806,Bell-Lloc
17246,41.815,2.9625,Solius
17248,41.7937,3.0536,S'Agaro
17249,41.8844,2.9093,Castell D'Aro
17250,41.8167,3.0667,Platja D'Aro
17251,41.8634,3.0752,Calonge
17252,41.8457,3.0997,Sant Antoni De Calonge
17253,41.89025,3.1382,Vall-Llobrega
17255,41.95053,3.21539,Begur
17256,41.97897,3.1312,"Masos De Pals, Els"
17257,42.02525,3.10635,Torroella De Montgri
17258,42.0534,3.1977,"Estartit, L'"
17300,41.6767,2.788,Blanes
17310,41.6999,2.8456,Canyelles (Ayto Lloret Mar)
17320,41.7167,2.9333,Canyelles (Ayto Tossa)
17400,41.7498,2.559,Breda
17401,41.8167,2.5167,Arbucies
17402,41.8438,2.528,Joanet
17403,41.8782,2.5131,Sant Hilari Sacalm
17404,41.7833,2.5167,Riells I Viabrea
17405,41.8691,2.4178,Espinelves
17406,41.8477,2.38985,Viladrau
17410,41.81317,2.73877,Sils
17411,41.7902,2.782,Vidreres
17412,41.7833,2.7333,El Moli
17420,41.8133,2.7267,Mallorquines
17421,41.8288,2.69155,Riudarenes
17430,41.8667,2.6667,Santa Coloma De Farners
17441,41.9025,2.68415,Brunyola
17442,41.8786,2.6234,Santa Creu D'Horta
17443,41.8786,2.6234,Castanyet
17444,41.8573,2.5635,Cladells
17445,41.8786,2.6234,Sant Pere Cercada
17450,41.744,2.6332,Hostalric
17451,41.7833,2.5833,Grions
17452,41.7653,2.6532,Massanes
17453,41.7743,2.6451,Martorell De La Selva
17454,41.4,2.2,Sant Andreu Salou (Pueblo)
17455,41.7743,2.6451,Caldes De Malavella
17456,41.7743,2.6451,Franciach (Pueblo)
17457,41.8933,2.8045,Riudellots De La Selva
17458,41.9316,2.8091,Fornells De La Selva
17459,41.894,2.8319,Campllong
17460,42.0333,2.8833,Celra
17461,42.1105,2.9566,Campdora
17462,42.01078,2.93582,Bordils
17463,42.05833,2.95833,Sant Joan De Mollet
17464,42.07305,2.93688,Viladasens
17465,42.12217,2.9453,Llampaies
17466,42.10227,3.00938,Pins (Vilopriu)
17467,42.1437,2.98425,Sant Mori
17468,42.14499,2.89237,Orfes
17469,42.22926,3.00139,Pont Del Princep
17470,42.16905,3.05185,Sant Pere Pescador
17472,42.16325,3.0721,"Armentera, L'"
17473,42.1492,3.0263,Ventallo
17474,42.1867,3.03463,Torroella De Fluvia
17475,42.168,3.0005,Vila-Robau
17476,42.18397,2.96423,Santa Eulalia
17480,42.26848,3.19372,Roses
17481,42.05,2.8667,Montagut (Ajuntament San Julia Ram)
17482,42.05,2.8667,Medinya
17483,42.15177,2.92983,Bascara
17484,42.2688,2.995,Vilatenim
17485,42.2658,3.0184,Vila-Sacra
17486,42.2567,3.0745,Castello D'Empuries
17487,42.2507,3.1148,Empuriabrava
17488,42.2913,3.2816,Portlligat
17489,42.3295,3.1768,La Vall De Santa Creu
17490,42.3724,3.15285,Grifeu
17491,42.3087,3.0101,Peralada
17492,42.2805,3.0432,Vilanova De La Muga
17493,42.3109,3.0678,Marza
17494,42.3065,3.1142,Pau
17495,42.3078,3.1469,Palau-Saverdera
17496,42.3949,3.1525,Garbet
17497,42.4267,3.159,Portbou
17500,42.1995,2.1917,Ripoll
17510,42.1574,2.1417,Brucs
17512,42.185,2.1552,Sant Esteve De Vallespirans
17513,42.1652,2.0678,Sant Sadurni De Sovelles
17514,42.1566,2.0339,Palmerola
17515,42.1228,2.3098,Ciuret
17520,42.4242,1.9203,Puigcerda
17527,42.4667,1.98363,Llivia
17528,42.44655,1.88523,Guils De Cerdanya
17529,42.413,1.9495,Age
17530,42.23497,2.1679,"Herand, L'"
17531,42.25,2.1,Gombren
17532,42.3505,1.9718,La Farga De Bebie
17533,42.3505,1.9718,Bruguera (Ayto Ribes Frese)
17534,42.3159,2.17312,Vilaro
17535,42.31655,2.10215,Planoles
17536,42.32386,2.05536,Espinosa
17537,42.3391,1.9457,La Molina
17538,42.37688,1.88528,Estoll
17539,42.40821,1.83024,Talltorta
17600,42.2651,2.9618,Figueres
17700,42.4191,2.8734,La Jonquera
17706,42.3144,2.93,Pont De Molins
17707,42.3985,2.8231,Agullana
17708,42.4218,2.9251,Cantallops
17709,42.3903,2.8751,"Limits, Els (Portus, El - La Jonquera)"
17710,42.2968,2.8899,Centro Militar Sant Climent Sescebes
17720,42.386,2.7481,Maçanet De Cabrenys
17721,42.386,2.7481,Tapis (Maçanet De Cabrenys)
17722,42.3675,2.8331,Darnius
17723,42.3338,2.87573,Biure
17730,42.2962,2.9114,Llers
17731,42.31025,2.8382,Terrades
17732,42.3198,2.7889,Sant Llorenç De La Muga
17733,42.3043,2.72,Albanya
17734,42.3043,2.72,Lliurona (Albanya)
17740,42.248,2.9388,Vilafant
17741,42.26677,2.8571,Taravaus
17742,42.2498,2.9151,Avinyonet De Puigventos
17743,42.2547,2.8896,Vilanant
17744,42.22855,2.8658,Navata
17745,42.2477,2.8137,Llado
17746,42.23347,2.79652,Sant Marti Sesserres
17747,42.1887,2.8438,Espinavessa
17750,42.3736,2.9203,Capmany
17751,42.3692,2.9803,Sant Climent Sescebes
17752,42.3596,3.0003,Mollet De Peralada
17753,42.3912,3.0006,Espolla
17754,42.3744,2.9859,Rabos D'Emporda
17755,42.3789,3.0283,Delfia (Rabos)
17760,42.283,2.9815,Vilabertran
17761,42.3081,2.9768,Cabanes
17762,42.3417,2.953,Vilarnadal (Masarac)
17763,42.3508,2.9726,Masarac
17770,42.21933,2.934,Creixell
17771,42.2333,2.9524,Santa Llogaia D'Alguema
17772,42.2183,2.9076,Ordis
17773,42.17637,2.91983,Vilajoan
17780,42.3436,3.0632,Garriguella
17781,42.3754,3.0677,Vilamaniscle
17800,42.1812,2.4834,Olot
17810,42.1696,2.4994,Sant Cristofol Les Fonts
17811,42.14334,2.54374,Santa Pau
17812,42.1804,2.5163,Batet De La Serra
17813,42.1569,2.5301,Santa Margarida De Bianya (Vall De Bianya)
17820,42.1167,2.7671,Banyoles
17830,42.14157,2.6421,El Collell
17831,42.11667,2.675,Falgons
17832,42.17476,2.8034,Esponella
17833,42.13934,2.79686,Fontcoberta
17834,42.09607,2.74808,Santa Maria De Camos
17840,42.0973,2.812,Sarria De Dalt (Pueblo)
17843,42.0973,2.812,Montbo
17844,42.10252,2.81527,Pujals Dels Cavallers
17845,42.0652,2.8461,Ravos Del Terri
17846,42.105,2.7815,Mata
17850,42.20043,2.69633,Fares
17851,42.2183,2.6304,Maia De Montcal
17852,42.1702,2.7439,Serinya
17853,42.23808,2.63024,Argelaguer
17854,42.2167,2.6167,Sant Jaume De Llierca
17855,42.23,2.5963,Montagut I Oix
17856,42.2432,2.5581,Castellfollit De La Roca
17857,42.20673,2.5261,Beguda
17858,42.2183,2.6304,Val Del Bac (Vall De Bianya)
17860,42.2333,2.2852,La Colonia Llaudet
17861,42.27027,2.24653,Sant Marti D'Ogassa
17862,42.1966,2.3034,Vallfogona De Ripolles
17863,42.312,2.3456,Sant Bernabe De Les Tenes
17864,42.2611,2.3658,Sant Pau De Seguries
17866,42.312,2.3456,La Colonia Estevenell
17867,42.32222,2.41016,Freixenet De Dalt
17868,42.36752,2.40647,Fabert
17869,42.33016,2.30864,Tregura De Dalt
18001,37.178,-3.601,Granada
18002,37.1753,-3.6041,Granada
18003,37.1807,-3.6134,Granada
18004,37.1715,-3.6074,Granada
18005,37.17,-3.6003,Granada
18006,37.162,-3.5987,Granada
18007,37.1546,-3.601,Granada
18008,37.1616,-3.5859,Granada
18009,37.1727,-3.5926,Granada
18010,37.1823,-3.5935,Granada
18011,37.202,-3.6029,Granada
18012,37.1878,-3.603,Granada
18013,37.2004,-3.6099,Granada
18014,37.1933,-3.6156,Granada
18015,37.1912,-3.6255,Granada
18016,37.13415,-3.6118,Parque Tecnologico De La Salud (La Zubia)
18070,37.1882,-3.6067,Granada
18071,37.1882,-3.6067,Granada
18080,37.1882,-3.6067,Granada
18100,37.1359,-3.6222,Armilla
18101,37.1737,-3.6916,Belicena
18102,37.1695,-3.66535,Ambroz
18110,37.136,-3.66692,Hijar
18120,37.0069,-3.9896,Alhama De Granada
18125,36.9581,-4.1214,Ventas De Zafarraya
18126,36.958,-3.8936,Arenas Del Rey
18127,36.9461,-3.86357,Jatar
18128,36.9742,-4.1446,Zafarraya
18129,37.0854,-3.94468,El Turro
18130,37.0622,-3.7613,Escuzar
18131,37.0684,-3.8198,Ventas De Huelma
18132,37.0302,-3.8287,Agron
18140,37.1178,-3.5846,La Zubia
18150,37.1046,-3.6056,Gojar
18151,37.1191,-3.6077,Ogijares
18152,37.0728,-3.6013,Dilar
18160,37.1599,-3.4386,Guejar Sierra
18170,37.2374,-3.5669,Alfacar
18179,37.2315,-3.5538,Viznar
18180,37.3204,-3.3319,Diezma
18181,37.34747,-3.3294,Darro
18182,37.1882,-3.6067,Granada
18183,37.3048,-3.4289,Huetor De Santillan
18184,37.218,-3.4809,Beas De Granada
18190,37.1601,-3.5355,Cenes De La Vega
18191,37.15825,-3.4917,Pinos Genil
18192,37.18915,-3.475,Quentar
18193,37.13463,-3.54877,Barrio De La Vega
18194,37.145,-3.6462,Churriana De La Vega
18195,37.1536,-3.6707,Cullar Vega
18196,37.0963,-3.395,Sierra Nevada
18197,37.2207,-3.60575,Pulianillas
18198,37.1462,-3.5701,Huetor Vega
18199,37.1338,-3.5727,Cajar
18200,37.2071,-3.6359,Maracena
18210,37.23165,-3.62915,Peligros
18211,37.2753,-3.5731,Cogollos Vega
18212,37.2576,-3.5969,Güevejar
18213,37.2206,-3.5936,Jun
18214,37.2591,-3.5777,Nivar
18220,37.2304,-3.65515,Juncaril (Albolote) (Poligono Industrial)
18230,37.2238,-3.6877,Atarfe
18240,37.2523,-3.7503,Pinos Puente
18247,37.3396,-3.7865,Moclin
18248,37.4183,-3.48155,Tiena
18249,37.36283,-3.7966,Limones
18250,37.2345,-3.8198,Valderrubio
18260,37.341,-3.879,Vallequemado
18270,37.3231,-4.009,Montefrio
18280,37.3248,-4.1575,Algarinejo
18290,37.26513,-3.66287,El Chaparral
18291,37.25643,-3.79697,Zujaira
18293,37.2445,-3.8513,Obeilar
18295,37.2715,-4.2292,Fuentes De Cesna
18300,37.16853,-4.15113,"Esperanza, La (Loja)"
18310,37.1498,-4.0657,Salar
18311,37.2635,-4.15563,Zagra
18312,37.2192,-4.148,Ventorros De Balerma
18313,37.1547,-4.2077,Riofrio
18314,37.159,-4.20205,Fuente Camacho
18320,37.1886,-3.7189,Santafe
18327,37.1952,-3.8328,Lachar
18328,37.18427,-3.87717,Fuensanta
18329,37.16387,-3.7815,Chimeneas
18330,37.21543,-3.7496,Pedro Ruiz
18339,37.19995,-3.8023,Romilla
18340,37.2196,-3.7825,Fuente Vaqueros
18350,37.2626,-3.9137,Alomartes
18360,37.1983,-4.0469,"Fabrica, La (Loja)"
18369,37.2145,-4.014,Villanueva Mesia
18370,37.1672,-3.965,Moraleda De Zafayona
18380,37.2383,-3.9665,Tocon
18381,37.2274,-3.945,Bracana
18400,36.9026,-3.4238,Orgiva
18410,36.92367,-3.40977,Bayacas
18411,36.9407,-3.3606,Pampaneira
18412,36.949,-3.3562,Bubion
18413,36.9614,-3.3601,Capileira
18414,36.93039,-3.3192,Pitres
18415,36.9419,-3.3107,Portugos
18416,36.938,-3.2944,Busquistar
18417,37.0004,-3.2654,Trevelez
18418,36.9044,-3.41608,"Tablones, Los (Orgiva)"
18420,36.9185,-3.4818,Lanjaron
18430,36.9166,-3.2776,Torvizcon
18438,36.90915,-3.28945,Almegijar
18439,36.9316,-3.2541,Castaras
18440,36.9459,-3.1802,Cadiar
18448,36.95705,-3.15815,Yator
